,col-pi,col-tt,col-gu,col-le,col-pac,col-sho,col-vl,col-bp,col-wg,col-def,col-phy,col-ae,col-pas,col-dri,col-oa,col-pt,Contract,Name,Team
10,242716,1671,5,N/A,78,64,€1.3M,ST,€2K,32,67,24,55,65,66,71,2021 ~ 2023, C. Baird,Los Angeles FC  
11,242739,1737,4,N/A,71,57,€1M,RM,€2K,47,60,24,62,66,65,69,2019 ~ 2023, L. Argudo,Inter Miami  
12,242948,995,13,"Jun 30, 2021",62,61,€1M,GK,€9K,29,62,20,65,62,63,76,"Jun 30, 2021 On Loan", M. Kovář,"Swindon TownJun ,  On Loan"
13,242985,1447,16,"Jun 30, 2021",78,37,€325K,RB,€850,49,54,19,46,53,55,71,"Jun 30, 2021 On Loan", J. Thomas,"Leyton OrientJun ,  On Loan"
14,242994,1662,16,N/A,64,49,€375K,CAM,€2K,50,64,19,57,62,56,72,2020 ~ 2023, K. Kesgin,Sivasspor  
15,243034,1573,11,"Jun 30, 2021",76,63,€900K,ST,€1K,34,54,21,51,67,62,73,"Jun 30, 2021 On Loan", Alfon,"RC CeltaJun ,  On Loan"
16,243036,1619,8,N/A,57,53,€1.6M,CM,€2K,54,57,22,61,66,65,73,2019 ~ 2022, Jaime Sierra,UD Logroñés  
17,243073,885,1,N/A,46,56,€35K,GK,€2K,26,45,29,55,53,50,51,2018 ~ 2023, Teng Shangkun,Tianjin TEDA FC  
18,243180,1681,9,N/A,68,60,€1.6M,CAM,€2K,45,65,21,63,64,65,74,2018 ~ 2022, Y. Goke,Vissel Kobe  
19,243204,1335,17,N/A,65,45,€210K,LM,€1K,28,48,19,51,51,52,69,2018 ~ 2021, M. Roberts,Northampton Town  
20,243251,1679,11,N/A,56,42,€1.9M,CM,€6K,60,56,21,66,67,66,77,2015 ~ 2021, A. Danzi,Hellas Verona  
21,243292,1484,10,N/A,72,36,€425K,RB,€2K,53,64,20,48,53,58,68,2019 ~ 2022, J. Clarke,Mansfield Town  
22,243354,1690,8,"Jun 30, 2021",69,55,€1.3M,RM,€4K,52,62,22,62,68,64,72,"Jun 30, 2021 On Loan", P. Sander,"SC VerlJun ,  On Loan"
23,243384,1637,11,N/A,82,62,€2.2M,RM,€4K,31,57,20,60,70,67,78,2018 ~ 2023, C. Munder,Universidad Católica  
24,243539,1499,10,N/A,68,48,€230K,CAM,€550,43,63,19,49,56,54,64,2021 ~ 2022, K. Yakob,IFK Göteborg  
25,243589,1430,14,N/A,60,40,€250K,LB,€5K,51,49,20,49,54,54,68,2018 ~ 2021, A. Cochrane,Brighton & Hove Albion  
26,243650,1782,14,"Jun 30, 2021",74,56,€1.8M,CAM,€2K,59,74,21,60,70,65,79,"Jun 30, 2021 On Loan", David Tavares,"Moreirense FCJun ,  On Loan"
27,243684,1626,12,N/A,64,49,€525K,RM,€800,49,65,19,59,65,59,71,2018 ~ 2023, W. Alarcón,Colo-Colo  
28,243692,1664,5,N/A,66,54,€550K,CB,€500,58,76,24,51,58,62,67,2019 ~ 2021, P. Choroba,SC Verl  
29,243810,948,13,N/A,64,63,€1M,GK,€1K,30,60,20,55,64,63,76,2017 ~ 2022, L. Ingolotti,Club Atlético Aldosivi  
30,243816,1580,7,N/A,70,30,€2.3M,RB,€4K,67,64,23,52,60,68,75,2018 ~ 2025, E. Iñíguez,Club Atlético Aldosivi  
31,243951,1556,3,N/A,66,38,€130K,CM,€2K,49,63,25,57,54,57,60,2018 ~ 2019,  G. Gbellé,Paris FC  
32,243968,1706,2,N/A,73,67,€1.1M,CAM,€7K,31,56,26,62,73,66,68,2020 ~ 2023, A. De Bruyn,KAA Gent  
33,244022,1598,3,N/A,70,69,€1.7M,ST,€3K,32,66,24,54,64,68,71,2019 ~ 2023, I. Sissoko,Chamois Niortais Football Club  
34,244054,1800,0,N/A,68,57,€625K,RM,€3K,60,70,27,64,66,64,64,2020 ~ 2021, S. Finley,Fleetwood Town  
35,244126,1431,11,N/A,72,22,€675K,CB,€1K,61,68,20,45,57,61,72,2020 ~ 2021, A. Odimayo,Swindon Town  
36,244134,1601,15,N/A,68,48,€625K,RM,€2K,55,62,18,56,63,62,77,2018 ~ 2021,  B. Kapacak,Bursaspor  
37,244279,1501,4,N/A,67,57,€210K,ST,€2K,37,48,21,54,59,56,60,2018 ~ 2022, B. Ekincier,VfL Bochum   
38,244328,1408,7,N/A,68,55,€325K,LW,€2K,19,46,21,48,63,57,64,2018 ~ 2021, S. Gucciardo,SC Paderborn   
39,244489,1704,5,N/A,67,46,€1.2M,CB,€2K,65,79,23,55,61,66,71,2019 ~ 2023, P. Chato,SV Wehen Wiesbaden  
40,244542,1632,12,N/A,58,51,€250K,CDM,€3K,60,50,20,57,56,59,71,2018 ~ 2021,  K. Kaïboué,Montpellier HSC  
41,244588,1542,13,N/A,58,36,€500K,CB,€500,61,66,18,51,59,62,75,2019 ~ 2022,  B. Baiye,Clermont Foot   
42,244589,1684,7,N/A,73,66,€1.5M,ST,€3K,27,65,22,62,67,65,72,2020 ~ 2022, V. Arveladze,Fatih Karagümrük S.K.  
43,244669,1711,9,N/A,64,52,€1.9M,CM,€1K,61,73,21,61,65,66,75,2021 ~ 2025, M. Hjulmand,Lecce  
44,244676,978,15,N/A,65,63,€925K,GK,€500,27,64,18,60,64,65,80,2016 ~ 2021,  J. Schendelaar,AZ Alkmaar  
45,244724,1640,10,N/A,73,55,€850K,CAM,€2K,41,48,19,61,69,62,72,2020 ~ 2023, E. Frederiksen,SønderjyskE  
46,244743,1804,7,N/A,79,58,€1.1M,LM,€5K,57,59,23,62,67,64,71,2020 ~ 2023, R. Prieto,Santos Laguna  
47,244755,1370,3,N/A,54,31,€850K,CB,€2K,64,73,25,38,41,65,68,2018 ~ 2024, M. Malec,Pogoń Szczecin  
48,244786,1408,1,N/A,55,27,€800K,CB,€5K,67,66,28,48,37,66,67,2019 ~ 2022, T. Hájek,Vitesse  
49,244993,1879,4,N/A,72,51,€1.6M,RB,€5K,65,72,24,65,68,68,72,2018 ~ 2021, I. Sankhon,Sint-Truidense VV  
50,245023,1605,8,N/A,63,65,€1.6M,CAM,€4K,34,53,21,61,69,65,73,2018 ~ 2022, P. Mićin,Udinese  
51,245218,1751,9,N/A,73,66,€2.3M,RM,€5K,36,66,22,64,67,67,76,2019 ~ 2023, J. Guillemenot,FC St. Gallen  
52,245219,1519,1,"Jun 30, 2021",61,62,€1.2M,LM,€7K,24,46,25,66,67,67,68,"Jun 30, 2021 On Loan", Juan Hernández,"CE Sabadell FCJun ,  On Loan"
53,245289,1604,10,N/A,59,52,€500K,CAM,€2K,39,55,20,60,67,62,72,2018 ~ 2020,  Pepê,Portimonense SC  
54,245291,1296,9,N/A,60,49,€45K,ST,€1K,23,59,23,40,46,49,58,2015 ~ 2022,  M. Skjellerup,Hobro IK  
55,245293,1821,0,N/A,64,63,€1.5M,CM,€5K,65,65,27,69,69,69,69,2021 ~ 2022, Diego Pituca,Kashima Antlers  
56,245301,2076,0,N/A,71,70,€0,CDM,€0,78,83,32,69,71,77,77,Free, L. Baezo, UruguayFree
57,245364,1577,10,N/A,69,64,€1.1M,ST,€2K,28,53,21,59,68,63,73,2020 ~ 2024, N. Alioui,Le Havre AC  
58,245406,1509,9,N/A,82,32,€850K,RWB,€800,56,67,22,44,58,62,71,2018 ~ 2021, S. Bojang,Sarpsborg  FF  
59,245438,1506,6,N/A,66,65,€925K,ST,€6K,20,60,23,48,61,64,70,2018 ~ 2022, A. Abdu,Al Wehda  
0,238969,888,3,N/A,63,59,€325K,GK,€1K,24,61,27,56,59,61,64,2019 ~ 2021, R. Laidlaw,Ross County FC  
1,238970,1776,0,N/A,78,50,€500K,RWB,€1K,61,71,27,60,65,63,63,2019 ~ 2021, N. Butzen,FC Hansa Rostock  
2,238971,1665,4,N/A,80,56,€650K,LM,€2K,51,59,24,59,70,63,67,2019 ~ 2021, M. Niemeyer,SV Wehen Wiesbaden  
3,238983,1437,10,N/A,70,55,€450K,ST,€2K,24,63,20,47,63,58,68,2017 ~ 2023, N. Awuku,Holstein Kiel  
4,239307,1676,7,N/A,78,57,€2.5M,RM,€5K,41,50,21,64,71,68,75,2017 ~ 2024, R. D'Haese,KV Oostende  
5,239351,1701,7,N/A,60,50,€1.3M,CM,€2K,57,67,23,63,67,65,72,2020 ~ 2022, A. Fuchs,SpVgg Unterhaching  
6,239364,951,9,N/A,64,63,€450K,GK,€3K,28,66,21,60,63,63,72,2018 ~ 2022,  P. Köhn,FC Red Bull Salzburg  
7,239418,1639,8,"Jun 30, 2021",70,61,€1.1M,ST,€4K,39,71,22,57,64,63,71,"Jun 30, 2021 On Loan", L. Lauberbach,"FC Hansa RostockJun ,  On Loan"
8,239438,1477,4,N/A,71,29,€1.3M,CB,€4K,69,71,24,37,41,67,71,2019 ~ 2022, T. Hadebe,Yeni Malatyaspor  
9,239494,1677,7,N/A,56,46,€2.3M,CDM,€7K,64,74,22,59,62,68,75,2020 ~ 2022, M. Thalhammer,SC Paderborn   
10,239505,1763,1,N/A,86,48,€1.2M,LM,€3K,55,55,25,63,66,67,68,2018 ~ 2023, P. Kun,Raków Częstochowa  
11,239523,1337,3,N/A,44,30,€850K,CB,€1K,65,77,25,40,41,65,68,2020 ~ 2021, M. Rossmann,Viktoria Köln  
12,239590,1489,0,"Jun 30, 2021",40,37,€1M,CB,€9K,68,77,29,45,51,68,68,"Jun 30, 2021 On Loan", R. González,"Atlético de San LuisJun ,  On Loan"
13,239597,1724,9,N/A,61,59,€1.1M,CAM,€2K,52,56,21,61,69,63,72,2018 ~ 2021, D. Jubitana,Waasland-Beveren  
14,239608,1701,5,N/A,70,35,€1.7M,CB,€3K,67,77,24,56,63,68,73,2019 ~ 2021, Glauder,CF Fuenlabrada  
15,239644,1440,7,N/A,67,26,€750K,CB,€1K,62,71,21,40,45,62,69,2019 ~ 2022, W. Smith,Harrogate Town  
16,239838,1566,10,N/A,68,57,€2.3M,RM,€6K,32,47,21,65,70,67,77,2016 ~ 2022, M. Antonucci,Roma  
17,239846,1086,2,N/A,70,68,€1.3M,GK,€500,30,63,26,70,70,69,71,2017 ~ 2023, P. Tsintotas,AEK Athens  
18,239872,1619,1,"May 31, 2021",65,39,€4M,CB,€13K,76,77,28,45,53,74,75,"May 31, 2021 On Loan", Pablo Santos,"HataysporMay ,  On Loan"
19,239875,1836,0,N/A,72,45,€2M,RB,€6K,69,66,30,62,70,72,72,2020 ~ 2022, Bebeto,CD Tondela  
20,239899,1550,11,N/A,70,60,€1.1M,CAM,€2K,29,48,22,58,69,63,74,2021 ~ 2023, Víctor Fernández,FC Botoşani  
21,240068,1540,2,N/A,78,53,€625K,LM,€5K,24,46,24,59,65,63,65,2020 ~ 2023, S. Al Nabit,Al Taawoun  
22,240082,1753,4,N/A,73,44,€1.6M,LB,€14K,64,63,22,61,66,68,72,2014 ~ 2021, M. Lysov,Lokomotiv Moscow  
23,240086,1489,9,"Jun 30, 2021",71,58,€875K,RM,€3K,34,42,20,57,67,62,71,"Jun 30, 2021 On Loan", M. Lema,"TSV HartbergJun ,  On Loan"
24,240149,1416,10,N/A,61,29,€625K,CB,€2K,66,61,19,44,42,64,74,2017 ~ 2020,  M. Konyk,Sevilla Atlético  
25,240160,1377,10,N/A,65,50,€210K,ST,€1K,24,50,20,45,60,53,63,2017 ~ 2021, A. Kaltner,SpVgg Unterhaching  
26,240196,1609,5,N/A,77,41,€950K,CB,€2K,64,77,25,40,45,65,70,2020 ~ 2023, F. Escobar,AD Alcorcón  
27,240209,1653,7,N/A,74,65,€1.2M,ST,€1K,31,60,20,60,66,64,71,2017 ~ 2021, G. Koyalipou,Chamois Niortais Football Club  
28,240215,1553,15,N/A,70,59,€2.1M,RM,€11K,20,50,21,60,73,66,81,2017 ~ 2021, C. Capone,Atalanta  
29,240227,1727,8,N/A,66,56,€1.3M,CM,€1K,63,65,21,63,63,64,72,2017 ~ 2021, Y. Bourhane,Chamois Niortais Football Club  
30,240242,1471,11,N/A,75,56,€500K,ST,€5K,26,69,22,42,57,59,70,2017 ~ 2021, A. Pinga,FC Sion  
31,240258,1644,0,N/A,53,48,€500K,CB,€2K,62,77,29,57,58,64,64,2016 ~ 2023, O. Sangante,La Berrichonne de Châteauroux  
32,240290,1565,3,N/A,68,64,€975K,ST,€10K,24,78,25,44,62,67,70,2017 ~ 2019,  João Pedro,Al Fateh  
33,240317,1535,13,"Jun 30, 2020",71,62,€1.1M,ST,€8K,26,68,20,44,64,65,78,"Jun 30, 2020 On Loan",  Z. Celar,"US CremoneseJun ,  On Loan"
34,240329,1539,11,N/A,72,60,€1.1M,CAM,€500,31,38,21,57,70,63,74,2020 ~ 2021, B. Taz,SC Verl  
35,240528,1723,9,N/A,64,55,€1.2M,CAM,€4K,61,62,20,60,68,64,73,2020 ~ 2023, M. Ahlinvi,Nîmes Olympique  
36,240576,1702,1,N/A,75,56,€1M,CAM,€5K,44,43,25,67,70,66,67,2018 ~ 2021, M. Ortíz,Club Atlético Talleres  
37,240660,1753,9,N/A,58,63,€1.3M,CM,€4K,61,66,22,62,63,64,73,2019 ~ 2024, M. Léris,Sampdoria  
38,240675,1527,9,N/A,69,50,€875K,LM,€500,41,42,20,62,66,62,71,2017 ~ 2021, N. Ngcobo,Kaizer Chiefs  
39,240704,1324,10,N/A,58,58,€650K,GK,€2K,53,61,22,56,63,61,71,2017 ~ 2023, Guo Quanbo,Beijing Sinobo Guoan FC  
40,240992,1914,3,"Jun 30, 2021",69,64,€1.4M,RM,€5K,64,67,24,68,69,67,70,"Jun 30, 2021 On Loan", N. Estévez,"SpeziaJun ,  On Loan"
41,241044,1458,9,N/A,53,33,€1.5M,CB,€3K,67,68,23,44,43,65,74,2017 ~ 2023, M. Osores,Atlético Tucumán  
42,241064,1751,8,N/A,71,43,€2.5M,CB,€4K,68,72,23,63,60,68,76,2017 ~ 2022, M. Carabajal,Arsenal de Sarandí  
43,241068,1567,7,N/A,64,62,€975K,ST,€500,36,52,21,51,61,63,70,2020 ~ 2022, A. Dávila,Peñarol  
44,241138,1450,8,N/A,77,57,€550K,ST,€2K,29,62,21,43,60,60,68,2016 ~ 2024, A. Ammitzbøll,Aarhus GF  
45,241167,1708,0,N/A,81,67,€2.4M,LM,€27K,23,63,28,65,75,72,72,2019 ~ 2022, Y. Belaïli,Al Ahli  
46,241186,1501,18,N/A,73,56,€450K,LW,€2K,23,42,19,50,65,60,78,2017 ~ 2022,  V. Kušej,SG Dynamo Dresden  
47,241429,1523,5,N/A,70,34,€325K,CB,€2K,56,70,22,46,54,59,64,2019 ~ 2021, A. Crookes,Port Vale  
48,241465,1670,3,N/A,55,57,€975K,CAM,€1K,54,55,23,62,68,65,68,2019 ~ 2022, Chuca,Wisła Kraków  
49,241467,1605,7,N/A,68,70,€1.7M,ST,€2K,29,57,22,60,70,66,73,2017 ~ 2022, F. Feuillassier,CF Fuenlabrada  
50,241505,1622,14,N/A,72,36,€675K,RB,€4K,62,57,18,54,68,64,78,2017 ~ 2019,  T. Carrique,FC Girondins de Bordeaux  
51,241586,1641,6,N/A,87,56,€925K,RM,€2K,38,41,23,57,71,64,70,2019 ~ 2021, Iñigo Muñoz,C.D. Castellón  
52,241605,1773,0,N/A,68,52,€850K,CM,€4K,56,65,28,68,67,66,66,2019 ~ 2022, F. Grahl,Club Atlético Aldosivi  
53,241703,1692,7,N/A,70,57,€1.4M,RM,€4K,52,59,23,61,68,65,72,2017 ~ 2021, A. Lioi,Rosario Central  
54,241750,1765,1,N/A,70,67,€2.2M,CAM,€9K,33,61,26,69,74,71,72,2019 ~ 2022, S. Bguir,Abha Club  
55,241829,1436,7,"Jun 30, 2021",58,33,€1.1M,CB,€3K,65,69,23,38,46,64,71,"Jun 30, 2021 On Loan", Lucas Cunha,"RC CeltaJun ,  On Loan"
56,241924,1736,6,N/A,51,60,€1M,CDM,€2K,63,70,23,62,64,65,71,2017 ~ 2023, W. Vorsager,FC Admira Wacker Mödling  
57,241958,1638,9,N/A,72,41,€1M,LB,€3K,57,65,23,55,59,63,72,2021 ~ 2023, J. Hernández,La Equidad  
58,242057,1409,9,N/A,74,24,€300K,CB,€500,52,66,20,45,52,56,65,2020 ~ 2021, W. Scott,Macarthur FC  
59,242188,1625,3,N/A,84,59,€1.2M,LM,€3K,27,68,24,58,67,66,69,2021 ~ 2025, Anderson Emanuel,Rio Ave FC  
0,235380,1767,9,N/A,69,59,€1.1M,CAM,€3K,61,60,22,61,65,63,72,2019 ~ 2024, R. Oaidă,FCSB (Steaua)  
1,235401,1297,0,N/A,43,28,€600K,CB,€3K,67,72,29,29,38,65,65,2018 ~ 2021, V. Golemić,Crotone  
2,235421,957,9,N/A,63,58,€625K,GK,€1K,31,61,20,57,64,61,70,2020 ~ 2023, B. Ozegovic,WSG Tirol  
3,235457,1743,0,N/A,61,58,€575K,CDM,€2K,60,80,29,60,61,64,64,2020 ~ 2022, V. Moberg,FK Bodø/Glimt  
4,235534,1577,11,N/A,66,41,€525K,LB,€4K,57,49,20,54,62,60,71,2019 ~ 2023, D. Parra,Monterrey  
5,235561,1748,0,N/A,76,69,€1.2M,ST,€4K,30,68,30,63,67,68,68,2020 ~ 2022, K. Fortuné,AJ Auxerre  
6,235785,1474,14,N/A,86,58,€350K,ST,€900,19,63,21,39,61,59,73,2017 ~ 2020,  C. Hall,Bolton Wanderers  
7,235893,1810,3,N/A,80,69,€1.9M,ST,€500,44,66,24,63,69,69,72,2019 ~ 2024, I. Atiemwen,Dinamo Zagreb  
8,235939,1485,9,N/A,66,31,€525K,CB,€750,59,69,22,43,52,60,69,2019 ~ 2022, F. Zorba,Türkgücü München  
9,235946,1607,9,N/A,77,64,€1.6M,ST,€2K,23,56,21,52,71,65,74,2019 ~ 2023, S. Lomónaco,Godoy Cruz  
10,235957,1765,6,N/A,80,43,€1.8M,RB,€2K,61,67,23,59,69,68,74,2020 ~ 2023, J. Gaspar,Grenoble Foot   
11,236013,1510,8,N/A,68,40,€275K,CAM,€500,48,49,20,59,56,55,63,2019 ~ 2020, D. McKenna,Shelbourne FC  
12,236073,1839,0,N/A,72,42,€6M,LB,€11K,73,62,24,68,70,75,75,2019 ~ 2023, Alam Lindeiro,Atlético Clube Goianiense  
13,236108,2136,0,N/A,75,56,€4.2M,CB,€24K,76,75,24,60,63,74,74,2019 ~ 2023, Estevão Baldeiro,Flamengo  
14,236142,1642,0,N/A,52,41,€3.1M,CDM,€21K,73,84,24,61,47,73,73,2019 ~ 2023, Nildo Reisão,Atlético Mineiro  
15,236348,1425,18,N/A,86,49,€450K,RM,€6K,25,47,20,51,61,60,78,2016 ~ 2020,  S. Atakayi,Rangers FC  
16,236447,1489,6,N/A,65,63,€925K,ST,€2K,22,65,23,46,62,64,70,2018 ~ 2023, R. Peña,Houston Dynamo  
17,236458,1579,5,N/A,63,41,€1.6M,CB,€500,70,69,24,47,49,68,73,2018 ~ 2023, A. Poungouras,Panathinaikos FC  
18,236543,1063,5,N/A,68,69,€1.4M,GK,€5K,25,68,25,64,68,68,73,2021 ~ 2024, G. Guruceaga,Montevideo City Torque  
19,236553,1591,5,N/A,78,64,€900K,ST,€1K,21,72,23,48,65,64,69,2018 ~ 2022, E. Huth,. FC Kaiserslautern  
20,236589,1570,12,N/A,63,49,€500K,CAM,€500,54,53,20,59,63,58,70,2019 ~ 2021, S. Pasquali,Western United FC  
21,236678,1643,9,N/A,79,62,€1.6M,CAM,€1K,26,51,22,61,66,65,74,2019 ~ 2023, S. Lo Faso,Lecce  
22,236681,1789,6,N/A,79,50,€1.5M,RB,€3K,59,61,21,58,69,67,73,2019 ~ 2022, M. Thurnwald,SCR Altach  
23,236831,1528,3,N/A,68,61,€1M,ST,€5K,29,65,24,53,65,65,68,2020 ~ 2022, A. Seydel,SV Darmstadt   
24,236836,1787,8,N/A,85,67,€2.3M,ST,€10K,46,68,22,60,67,67,75,2016 ~ 2021, O. Okwonkwo,Bologna  
25,236923,1608,7,"Jun 30, 2021",69,50,€750K,RB,€6K,59,56,20,56,56,62,69,"Jun 30, 2021 On Loan", R. Cooney,"MorecambeJun ,  On Loan"
26,236941,1594,9,"Jun 30, 2021",77,60,€1.1M,LM,€8K,31,54,21,58,65,63,72,"Jun 30, 2021 On Loan", J. Hastie,"MotherwellJun ,  On Loan"
27,237014,1583,0,N/A,80,59,€275K,ST,€2K,29,61,27,49,63,60,60,2020 ~ 2022, S. Akinola,Southend United  
28,237080,1378,6,N/A,60,29,€700K,CB,€1K,65,66,22,35,35,63,69,2020 ~ 2022, S. Evangelou,Górnik Zabrze  
29,237107,1328,5,N/A,60,29,€325K,CB,€800,60,67,24,34,41,60,65,2021 ~ 2021, S. Koné,Wisła Kraków  
30,237116,1415,7,N/A,64,27,€1.3M,CB,€2K,62,78,24,35,44,65,72,2017 ~ 2021, K. Ford,Colorado Rapids  
31,237138,1633,6,N/A,67,55,€1.1M,CAM,€4K,30,55,22,67,67,65,71,2016 ~ 2024, Y. Maziz,FC Metz  
32,237201,1176,2,N/A,62,60,€300K,GK,€1K,41,60,26,64,62,61,63,2021 ~ 2021, K. McIntosh,Sporting Kansas City  
33,237215,1533,3,N/A,47,53,€575K,CB,€2K,63,73,25,44,48,63,66,2020 ~ 2021, N. DePuy,LA Galaxy  
34,237242,1567,3,N/A,71,33,€1.1M,RB,€1K,62,71,24,55,58,66,69,2017 ~ 2022, F. Román,Millonarios FC  
35,237307,1800,5,N/A,86,54,€1.4M,RB,€2K,59,70,24,58,65,67,72,2019 ~ 2021, H. Wingo,Molde FK  
36,237325,1499,11,N/A,59,41,€240K,CDM,€900,50,64,21,51,55,54,65,2021 ~ 2023, C. Gilmour,St. Johnstone FC  
37,237332,1742,1,N/A,81,62,€700K,RM,€4K,39,69,26,56,67,64,65,2020 ~ 2022, A. May,Cheltenham Town  
38,237369,1657,13,N/A,70,66,€3.3M,CAM,€4K,35,50,19,66,72,70,83,2016 ~ 2020,  Vitinho,FC Barcelona B  
39,237371,1615,7,N/A,84,58,€1.5M,RM,€2K,36,55,22,54,67,65,72,2020 ~ 2022, L. Bengtsson,BK Häcken  
40,237377,1475,9,N/A,65,37,€525K,CB,€2K,57,71,22,41,50,60,69,2020 ~ 2021, S. Hobson,Southend United  
41,237490,1769,7,N/A,65,51,€2.1M,CM,€5K,59,62,21,64,70,67,74,2020 ~ 2021, P. Sontheimer,FC Würzburger Kickers  
42,237555,1708,1,"Jun 30, 2021",72,65,€1.4M,ST,€9K,40,71,26,58,67,68,69,"Jun 30, 2021 On Loan", J. Bolingi,"FC Lausanne-SportJun ,  On Loan"
43,237581,1649,0,N/A,84,63,€1M,ST,€7K,36,74,30,43,65,67,67,2020 ~ 2022, D. Orgill,Antalyaspor  
44,237609,1495,7,N/A,66,61,€675K,CAM,€3K,30,50,21,55,66,61,68,2021 ~ 2023, A. Zeka,FK Austria Wien  
45,237749,1744,7,N/A,69,56,€2.1M,LM,€2K,58,63,21,66,67,67,74,2017 ~ 2022, D. Suga,Hokkaido Consadole Sapporo  
46,237769,1663,5,N/A,75,65,€1.6M,ST,€9K,35,60,23,49,70,67,72,2019 ~ 2023, K. Kitagawa,SK Rapid Wien  
47,237832,1296,7,N/A,63,56,€300K,ST,€650,20,49,23,37,54,56,63,2020 ~ 2023, I. Meite,Derry City  
48,237842,1657,12,N/A,64,51,€450K,CAM,€4K,51,51,21,62,63,61,73,2016 ~ 2020,  D. Jarvis,Stoke City  
49,238013,1122,5,N/A,72,71,€3M,GK,€9K,28,70,26,69,76,72,77,2019 ~ 2021,  Jandrei,Genoa  
50,238029,1371,12,N/A,59,29,€220K,CB,€1K,59,60,19,44,37,59,71,2015 ~ 2018,  F. Sturing,NEC Nijmegen  
51,238085,1707,7,N/A,67,52,€1.2M,CM,€1K,51,61,22,62,66,64,71,2020 ~ 2022, H. Çiftçi,. FC Kaiserslautern  
52,238223,1068,4,N/A,69,71,€1.1M,GK,€500,33,65,25,62,65,67,71,2017 ~ 2021, B. Bvuma,Kaizer Chiefs  
53,238235,1800,10,N/A,67,57,€1.6M,CAM,€1K,58,63,20,63,68,65,75,2020 ~ 2023, H. Vetlesen,FK Bodø/Glimt  
54,238345,1646,7,N/A,84,63,€1.5M,ST,€3K,31,70,21,56,63,65,72,2019 ~ 2022, K. Tagawa,FC Tokyo  
55,238473,1395,10,N/A,54,30,€825K,CB,€2K,61,64,21,46,54,62,72,2020 ~ 2023, E. Mašović,VfL Bochum   
56,238697,1645,3,N/A,75,62,€650K,CAM,€800,34,62,25,57,70,63,66,2019 ~ 2021, H. El-Helwe,SV Meppen  
57,238820,1785,5,N/A,81,57,€1.2M,RM,€5K,62,69,24,60,66,66,71,2020 ~ 2024, Q. Maceiras,BSC Young Boys  
58,238843,1726,7,N/A,72,56,€800K,CAM,€1K,57,53,21,64,64,62,69,2017 ~ 2021, T. Lebeau,Chamois Niortais Football Club  
59,238885,1569,5,N/A,71,66,€1.6M,ST,€3K,27,60,23,49,69,67,72,2020 ~ 2022, Matheus Aias,Orlando City SC  
0,231479,1348,12,"Jun 30, 2019",55,29,€475K,CB,€2K,61,69,21,33,37,62,74,"Jun 30, 2019 On Loan",  L. Mosevich,"FC St. GallenJun ,  On Loan"
1,231489,1008,0,N/A,69,63,€325K,GK,€1K,22,63,33,79,69,67,67,2013 ~ 2021, A. Keita,Östersunds FK  
2,231527,1634,8,N/A,68,37,€1.8M,CB,€2K,67,69,23,52,60,66,74,2018 ~ 2023, I. Diallo,AC Ajaccio  
3,231536,1500,12,N/A,78,56,€800K,RM,€2K,28,42,21,55,63,61,73,2021 ~ 2022, T. Johnson,Gillingham  
4,231663,1614,7,N/A,71,57,€500K,RM,€2K,47,52,22,57,61,60,67,2020 ~ 2022, J. Barrett,Bristol Rovers  
5,231872,1533,6,N/A,53,37,€850K,CB,€2K,64,72,24,52,51,64,70,2021 ~ 2022, S. Coulibaly,LA Galaxy  
6,231878,1066,3,N/A,69,65,€1.2M,GK,€3K,32,67,27,66,68,68,71,2020 ~ 2022, T. Miller,Minnesota United FC  
7,231941,1589,7,"Jun 30, 2021",61,36,€1.1M,CB,€2K,62,70,24,51,59,64,71,"Jun 30, 2021 On Loan", D. Szymonowicz,"CracoviaJun ,  On Loan"
8,231954,1693,2,N/A,66,51,€450K,CB,€3K,59,71,26,56,59,62,64,2021 ~ 2023, Xu Xin,Shandong Luneng TaiShan FC  
9,231967,1329,0,N/A,49,28,€625K,CB,€2K,65,79,28,33,34,65,65,2017 ~ 2021, M. Ošs,FC Lugano  
10,232007,917,7,N/A,67,62,€1.2M,GK,€1K,27,64,23,58,70,65,72,2018 ~ 2022, M. Lis,Wisła Kraków  
11,232329,1633,6,N/A,65,66,€1.9M,ST,€6K,21,69,23,57,69,68,74,2020 ~ 2023, K. Kanatsızkuş,Yeni Malatyaspor  
12,232358,1746,0,N/A,70,44,€1.8M,CDM,€5K,68,73,27,59,63,71,71,2019 ~ 2021, Judson,San Jose Earthquakes  
13,232439,1780,2,N/A,70,57,€1M,RWB,€4K,63,63,24,63,64,66,68,2015 ~ 2023, L. Vignali,Spezia  
14,232562,1085,4,N/A,71,62,€1.3M,GK,€3K,39,64,25,69,71,68,72,2021 ~ 2023, K. Nakamura,Portimonense SC  
15,232565,880,1,N/A,60,63,€190K,GK,€1K,24,60,29,56,56,60,61,2021 ~ 2022, G. Kawanami,Sanfrecce Hiroshima  
16,232635,1638,6,N/A,73,65,€1.7M,ST,€5K,32,74,22,52,66,67,73,2016 ~ 2022, K. Ichimi,Gamba Osaka  
17,232711,1883,5,N/A,72,62,€1.8M,RM,€8K,65,75,23,66,69,68,73,2019 ~ 2024, J. Stage,FC København  
